,store_id_x,product_id_x,product_url,product_gender
45,1,301327672,www.tesco.com/groceries/en-GB/products/301327672,1.0
46,1,325124989,www.tesco.com/groceries/en-GB/products/325124989,1.0
47,1,314098616,www.tesco.com/groceries/en-GB/products/314098616,2.0
48,1,313844513,www.tesco.com/groceries/en-GB/products/313844513,
49,1,325227062,www.tesco.com/groceries/en-GB/products/325227062,1.0
50,1,317859674,https://www.tesco.com/groceries/en-GB/products/317859674,2.0
51,1,315573381,www.tesco.com/groceries/en-GB/products/315573381,0.0
52,1,325085320,www.tesco.com/groceries/en-GB/products/325085320,
53,1,325086143,www.tesco.com/groceries/en-GB/products/325086143,
54,1,325328654,https://www.tesco.com/groceries/en-GB/products/325328654,2.0
55,1,325085319,www.tesco.com/groceries/en-GB/products/325085319,
56,1,325086149,www.tesco.com/groceries/en-GB/products/325086149,
57,1,325116068,www.tesco.com/groceries/en-GB/products/325116068,0.0
58,1,313624083,www.tesco.com/groceries/en-GB/products/313624083,2.0
59,1,314687052,www.tesco.com/groceries/en-GB/products/314687052,0.0
60,1,325112746,www.tesco.com/groceries/en-GB/products/325112746,0.0
61,1,268394888,www.tesco.com/groceries/en-GB/products/268394888,0.0
62,1,325115183,www.tesco.com/groceries/en-GB/products/325115183,2.0
63,1,325124987,www.tesco.com/groceries/en-GB/products/325124987,1.0
64,1,282185003,www.tesco.com/groceries/en-GB/products/282185003,2.0
65,1,254095019,www.tesco.com/groceries/en-GB/products/254095019,1.0
66,1,325255023,www.tesco.com/groceries/en-GB/products/325255023,0.0
67,1,294901210,www.tesco.com/groceries/en-GB/products/294901210,2.0
68,1,314926219,www.tesco.com/groceries/en-GB/products/314926219,2.0
69,1,325086163,www.tesco.com/groceries/en-GB/products/325086163,
70,1,325227055,www.tesco.com/groceries/en-GB/products/325227055,1.0
71,1,316058863,www.tesco.com/groceries/en-GB/products/316058863,0.0
72,1,325084081,www.tesco.com/groceries/en-GB/products/325084081,
73,1,312087258,www.tesco.com/groceries/en-GB/products/312087258,1.0
74,1,325112736,www.tesco.com/groceries/en-GB/products/325112736,0.0
75,1,261496122,www.tesco.com/groceries/en-GB/products/261496122,0.0
76,1,315585657,www.tesco.com/groceries/en-GB/products/315585657,0.0
77,1,308843314,www.tesco.com/groceries/en-GB/products/308843314,2.0
78,1,325086139,www.tesco.com/groceries/en-GB/products/325086139,
79,1,312848672,www.tesco.com/groceries/en-GB/products/312848672,2.0
80,1,325328693,https://www.tesco.com/groceries/en-GB/products/325328693,1.0
81,1,317407363,www.tesco.com/groceries/en-GB/products/317407363,2.0
82,1,291376645,www.tesco.com/groceries/en-GB/products/291376645,0.0
83,1,261104645,www.tesco.com/groceries/en-GB/products/261104645,0.0
84,1,314415634,www.tesco.com/groceries/en-GB/products/314415634,0.0
85,1,259810203,www.tesco.com/groceries/en-GB/products/259810203,2.0
86,1,316317920,www.tesco.com/groceries/en-GB/products/316317920,0.0
87,1,315235807,www.tesco.com/groceries/en-GB/products/315235807,0.0
88,1,317049170,www.tesco.com/groceries/en-GB/products/317049170,0.0
89,1,325112735,www.tesco.com/groceries/en-GB/products/325112735,0.0
90,1,311203498,www.tesco.com/groceries/en-GB/products/311203498,2.0
91,1,314414376,www.tesco.com/groceries/en-GB/products/314414376,0.0
92,1,316292020,www.tesco.com/groceries/en-GB/products/316292020,2.0
93,1,296936160,www.tesco.com/groceries/en-GB/products/296936160,2.0
94,1,314840026,www.tesco.com/groceries/en-GB/products/314840026,2.0
95,1,316924944,www.tesco.com/groceries/en-GB/products/316924944,2.0
96,1,311674803,www.tesco.com/groceries/en-GB/products/311674803,0.0
97,1,317862174,https://www.tesco.com/groceries/en-GB/products/317862174,2.0
98,1,325112745,www.tesco.com/groceries/en-GB/products/325112745,0.0
99,1,268681905,www.tesco.com/groceries/en-GB/products/268681905,2.0
100,1,313182397,www.tesco.com/groceries/en-GB/products/313182397,2.0
101,1,325227052,www.tesco.com/groceries/en-GB/products/325227052,1.0
102,1,314692270,www.tesco.com/groceries/en-GB/products/314692270,1.0
103,1,325124993,www.tesco.com/groceries/en-GB/products/325124993,1.0
104,1,274843343,www.tesco.com/groceries/en-GB/products/274843343,0.0
105,1,308863048,www.tesco.com/groceries/en-GB/products/308863048,0.0
106,1,325112537,www.tesco.com/groceries/en-GB/products/325112537,0.0
107,1,313178987,www.tesco.com/groceries/en-GB/products/313178987,2.0
108,1,317202708,www.tesco.com/groceries/en-GB/products/317202708,2.0
109,1,260993658,www.tesco.com/groceries/en-GB/products/260993658,0.0
110,1,310102740,www.tesco.com/groceries/en-GB/products/310102740,1.0
111,1,325086159,www.tesco.com/groceries/en-GB/products/325086159,
112,1,325112741,www.tesco.com/groceries/en-GB/products/325112741,0.0
113,1,275711193,www.tesco.com/groceries/en-GB/products/275711193,0.0
114,1,308472234,www.tesco.com/groceries/en-GB/products/308472234,2.0
115,1,325239421,https://www.tesco.com/groceries/en-GB/products/325239421,0.0
116,1,283228678,www.tesco.com/groceries/en-GB/products/283228678,0.0
117,1,312095542,www.tesco.com/groceries/en-GB/products/312095542,2.0
118,1,313003109,https://www.tesco.com/groceries/en-GB/products/313003109,2.0
119,1,325084123,www.tesco.com/groceries/en-GB/products/325084123,
120,1,309194636,www.tesco.com/groceries/en-GB/products/309194636,2.0
121,1,325226930,www.tesco.com/groceries/en-GB/products/325226930,
122,1,325086161,www.tesco.com/groceries/en-GB/products/325086161,
123,1,325256495,www.tesco.com/groceries/en-GB/products/325256495,0.0
124,1,252734270,www.tesco.com/groceries/en-GB/products/252734270,2.0
125,1,251043645,www.tesco.com/groceries/en-GB/products/251043645,2.0
126,1,317397957,www.tesco.com/groceries/en-GB/products/317397957,2.0
127,1,301392132,www.tesco.com/groceries/en-GB/products/301392132,2.0
128,1,311688257,www.tesco.com/groceries/en-GB/products/311688257,0.0
129,1,300953801,www.tesco.com/groceries/en-GB/products/300953801,2.0
130,1,315581517,www.tesco.com/groceries/en-GB/products/315581517,0.0
131,1,304784891,www.tesco.com/groceries/en-GB/products/304784891,2.0
132,1,314954842,www.tesco.com/groceries/en-GB/products/314954842,2.0
133,1,274843591,www.tesco.com/groceries/en-GB/products/274843591,0.0
134,1,325227053,www.tesco.com/groceries/en-GB/products/325227053,1.0
135,1,325255021,www.tesco.com/groceries/en-GB/products/325255021,1.0
136,1,313963199,www.tesco.com/groceries/en-GB/products/313963199,2.0
137,1,253374987,www.tesco.com/groceries/en-GB/products/253374987,2.0
138,1,325084080,www.tesco.com/groceries/en-GB/products/325084080,
139,1,317285033,www.tesco.com/groceries/en-GB/products/317285033,2.0
140,1,325124995,www.tesco.com/groceries/en-GB/products/325124995,1.0
141,1,316555954,www.tesco.com/groceries/en-GB/products/316555954,2.0
142,1,262331587,www.tesco.com/groceries/en-GB/products/262331587,2.0
143,1,315738817,www.tesco.com/groceries/en-GB/products/315738817,0.0
144,1,253509858,www.tesco.com/groceries/en-GB/products/253509858,0.0
145,1,274848084,www.tesco.com/groceries/en-GB/products/274848084,0.0
146,1,304377797,www.tesco.com/groceries/en-GB/products/304377797,2.0
147,1,309760767,www.tesco.com/groceries/en-GB/products/309760767,
148,1,255616858,www.tesco.com/groceries/en-GB/products/255616858,0.0
149,1,268707791,www.tesco.com/groceries/en-GB/products/268707791,2.0
150,1,311943192,www.tesco.com/groceries/en-GB/products/311943192,2.0
151,1,271195048,www.tesco.com/groceries/en-GB/products/271195048,2.0
152,2,1111071,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-thick-bleach--lemon-2l,2.0
153,2,2949277,https://www.sainsburys.co.uk/gol-ui/product/seven-seas-cod-liver-oil--capsules--high-strength-x120,2.0
154,2,3426340,https://www.sainsburys.co.uk/gol-ui/product/jointace-omega-3--cod-liver-oil---glucosamine-x30,0.0
155,2,3727850,https://www.sainsburys.co.uk/gol-ui/product/simple-shower-refreshing-shower-gel-250ml,2.0
156,2,4010791,https://www.sainsburys.co.uk/gol-ui/product/sanex-dermo-sensitive-roll-on-anti-perspirant-deodorant-50ml-4010791-p,1.0
157,2,412247,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-thick-pine-antibacterial-disinfectant-1l,2.0
158,2,4153610,https://www.sainsburys.co.uk/gol-ui/product/colgate-kids-batman-extra-soft-3-years-battery-toothbrush%C2%A0-4153610-p,1.0
159,2,6022001,https://www.sainsburys.co.uk/gol-ui/product/domestos-pink-power-750ml,0.0
160,2,6380943,https://www.sainsburys.co.uk/gol-ui/product/nivea-pearl-beauty-anti-perspirant-deodorant-250ml,0.0
161,2,6478487,https://www.sainsburys.co.uk/gol-ui/product/nivea-body-light-touch-moisturising-lotion-400ml,2.0
162,2,6566633,https://www.sainsburys.co.uk/gol-ui/product/right-guard-anti-perspirant-deodorant-3d--clean-250ml,1.0
163,2,6566639,https://www.sainsburys.co.uk/gol-ui/product/right-guard-anti-perspirant-deodorant-total-defense-5--sport-250ml,1.0
164,2,6802128,https://www.sainsburys.co.uk/gol-ui/product/tepe-interdental-brush--red-x6,2.0
165,2,6904878,https://www.sainsburys.co.uk/gol-ui/product/haliborange-effervescent-vitamin-c--blackcurrant-flavour-x20,2.0
166,2,7001499,https://www.sainsburys.co.uk/gol-ui/product/sensodyne-pronamel-enamel-care-whitening-toothpaste-75ml,2.0
167,2,7209339,https://www.sainsburys.co.uk/gol-ui/product/nivea-sun-kids-swim---play--spf-50-150ml,2.0
168,2,7212237,https://www.sainsburys.co.uk/gol-ui/product/aveeno-daily-moisturising-lotion-200ml,2.0
169,2,7547886,https://www.sainsburys.co.uk/gol-ui/product/viakal-hygiene-cleaning-spray-500ml,2.0
170,2,7549421,https://www.sainsburys.co.uk/gol-ui/product/colgate-plax-cool-mint-mouthwash-500ml,2.0
171,2,7569908,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-cod-liver-oil---calcium-x60,2.0
172,2,7647647,https://www.sainsburys.co.uk/gol-ui/product/hri-water-balance-x60,2.0
173,2,7751051,https://www.sainsburys.co.uk/gol-ui/product/colgate-sensitive-foam-white-toothpaste-75ml,2.0
174,2,7757841,https://www.sainsburys.co.uk/gol-ui/product/colgate-kids-minions-extra-soft-3-years-battery-toothbrush%C2%A0-7757841-p,2.0
175,2,7758093,https://www.sainsburys.co.uk/gol-ui/product/bassetts--multivitamin---evening-primrose-oil--orange---passion-fruit-12-18-years-x30,2.0
176,2,7934624,https://www.sainsburys.co.uk/gol-ui/product/nivea-q10-vitamin-c-firming-body-lotion-for-normal-skin-400ml,2.0
177,2,7936554,https://www.sainsburys.co.uk/gol-ui/product/spatone-liquid-iron-sachets-14x25ml-350ml,2.0
178,2,7982539,https://www.sainsburys.co.uk/gol-ui/product/sanex-zero-sensitive-skin-shower-gel-500ml,0.0
179,2,8003581,https://www.sainsburys.co.uk/gol-ui/product/original-source-sea-salt-samp-250ml,2.0
180,2,8041895,https://www.sainsburys.co.uk/gol-ui/product/aquavape-raspberry-menthol-3mg,2.0
181,2,8046839,https://www.sainsburys.co.uk/gol-ui/product/vampire-vape-pinkman-nicotine-12mg-ml-10ml,2.0
182,2,8047951,https://www.sainsburys.co.uk/gol-ui/product/nivea-double-effect-anti-perspirant-deodorant-spray-250ml,0.0
183,2,8084139,https://www.sainsburys.co.uk/gol-ui/product/sanex-biomeprotect-moisturising-shower-gel-720ml,2.0
184,2,8106004,https://www.sainsburys.co.uk/gol-ui/product/smooth%21-5-blade-razor-cartridges-x2,0.0
185,2,8107512,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-smooth%21-3-blade-disposable-razors-x4,0.0
186,2,8114972,https://www.sainsburys.co.uk/gol-ui/product/habitat-shower-gel-set,0.0
187,2,8127817,https://www.sainsburys.co.uk/gol-ui/product/solgar-biotin-1000%C2%B5g-vegetable-capsules-x50,2.0
188,2,8155665,https://www.sainsburys.co.uk/gol-ui/product/imperial-leather-gold-goddess-radiant-florals-golden-nectar-body-wash-250ml,0.0
189,2,8159073,https://www.sainsburys.co.uk/gol-ui/product/betteryou-magnesium-sleep-body-spray-100ml,0.0
190,2,8159885,https://www.sainsburys.co.uk/gol-ui/product/cleanmarine-meno-min-capsules-267g-x30,2.0
191,2,8161982,https://www.sainsburys.co.uk/gol-ui/product/cannaray-re-live-cbd-gummies-regular-strength-orange-300mg-x30,0.0
192,2,8164394,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-health-matters-digestion-good-gut-mental-focus-30-one-a-day,2.0
193,2,8165459,https://www.sainsburys.co.uk/gol-ui/product/dove-care-radiant-glow-body-lotion-400ml,0.0
194,2,8169216,https://www.sainsburys.co.uk/gol-ui/product/nivea-body-ess-rich-caring-milk-250ml,2.0
195,2,8174579,https://www.sainsburys.co.uk/gol-ui/product/geekvape-sonder-q-pod-2ml,1.0
196,2,8182142,https://www.sainsburys.co.uk/gol-ui/product/bondi-sands-gradual-tan-face-lotion-50ml,2.0
197,2,8182888,https://www.sainsburys.co.uk/gol-ui/product/sanex-expert-therapy-shower-oil-450ml,0.0
198,2,8185392,https://www.sainsburys.co.uk/gol-ui/product/centrum-advance-50-multivitamins-vitamin-tablets-x30,1.0
199,2,8187479,https://www.sainsburys.co.uk/gol-ui/product/dove-advanced-care-hydrating-body-wash-400ml,2.0
200,2,8187641,https://www.sainsburys.co.uk/gol-ui/product/dove-hydrate-body-wash-720ml,2.0
201,2,8187643,https://www.sainsburys.co.uk/gol-ui/product/dove-fruity-nourish-body-wash-450ml,2.0
202,2,8190542,https://www.sainsburys.co.uk/gol-ui/product/johnsons-kids-curl-defining-shampoo-500ml,2.0
203,2,8197474,https://www.sainsburys.co.uk/gol-ui/product/tonic-health-kids-immunity-max-strength-gummies-natural-wild-berry-flavour-age-4-12-years-x30,2.0
204,2,8197676,https://www.sainsburys.co.uk/gol-ui/product/dove-shea-butter-body-wash-720ml,2.0
205,2,8205148,https://www.sainsburys.co.uk/gol-ui/product/be-you-monthly-patches-x5,2.0
206,2,8210806,https://www.sainsburys.co.uk/gol-ui/product/blu-bar-pod-blueberry-sour-razz-vape-pods-20mg-ml,2.0
207,3,9999999111939,http://groceries.asda.com/product/household--cleaning/flash-speed-mop--refills-bundle/9999999111939,2.0
208,3,1000380554902,http://groceries.asda.com/product/dog-food--accessories/bugalugs-one-in-a-million-cologne-ml/1000380554902,1.0
209,3,910001430338,http://groceries.asda.com/product/dental-care/oralb-d-white-luxe-pro-flex-medium-toothbrush/910001430338,0.0
210,3,1000345726814,http://groceries.asda.com/product/bath-shower--soap/sanex-zero--sensitive-skin-shower-gel/1000345726814,0.0
211,3,910002421048,http://groceries.asda.com/product/diy--car-care/status-shaver-adaptor/910002421048,
212,3,1000285369656,http://groceries.asda.com/product/tobacconist/ocb--unbleached-virgin-slim-and-tips--filters/1000285369656,
213,3,1000383190405,http://groceries.asda.com/product/tobacconist/elf-bar-v-grape-disposable-ecig-mg/1000383190405,2.0
214,3,77023145,http://groceries.asda.com/product/sun-care--travel/ambre-solaire-no-streaks-bronzer-dark-self-tan-body-mist/77023145,0.0
215,3,1000383191042,http://groceries.asda.com/product/hair-care-dye--styling/vatika-naturals-shea-butter-shampoo-ml/1000383191042,2.0
216,3,910002074200,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-thin-feel-extra-lubricated--condoms/910002074200,2.0
217,3,910000862349,http://groceries.asda.com/product/hair-care-dye--styling/garnier-olia--golden-light-blonde-permanent-hair-dye/910000862349,0.0
218,3,59511811,http://groceries.asda.com/product/mens-toiletries/right-guard-total--defence-fresh-h-mens-antiperspirant-deodorant/59511811,1.0
219,3,3337703,http://groceries.asda.com/product/sun-care--travel/nivea-sun-protect--moisture-sunscreen-spray-spf-/3337703,2.0
220,3,1000383187587,http://groceries.asda.com/product/newborn--maternity-care/my-expert-midwife-no-harm-nipple-balm-nipple-cream-ml/1000383187587,0.0
221,3,1000073094653,http://groceries.asda.com/product/family-planning--sexual-wellbeing/mates-manix-natural-maxi-pack/1000073094653,0.0
222,3,910002552262,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-hair-dye-long-lasting-luminous-permanent-hair-colour--moscow/910002552262,0.0
223,3,1000339334017,http://groceries.asda.com/product/cleaning/flash-floor-cleaner-speedmop-starter-kit-fast-easy--hygienic-floor-cleaning/1000339334017,
224,3,1000198813811,http://groceries.asda.com/product/hair-care-dye--styling/loreal-excellence--tempting-brunette-brown-permanent-hair-dye/1000198813811,0.0
225,3,1000383172924,http://groceries.asda.com/product/dental-care/colgate-periogard-chlorhexidine--mouthwash/1000383172924,2.0
226,3,1000383217488,http://groceries.asda.com/product/tobacconist/blu-bar--watermelon-ice-disposable-vape-mgml/1000383217488,2.0
227,3,1000116564025,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-extra-safe-condoms-pack-of-/1000116564025,2.0
228,3,1104797,http://groceries.asda.com/product/cleaning/just-essentials-by-asda-thin-bleach/1104797,2.0
229,3,9999999112621,http://groceries.asda.com/product/skin-care/olay-regenerist-day--night-cream-bundle/9999999112621,2.0
230,3,1000383118292,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-vivids-colorista-permanent-gel-hair-dye-bright-red-/1000383118292,0.0
231,3,1000239181358,http://groceries.asda.com/product/dental-care/colgate-max-white-ultimate-radiance-whitening-toothpaste-ml/1000239181358,0.0
232,3,1000383201265,http://groceries.asda.com/product/laundry/ace-ultra-for-colours-fresh-perfume-l/1000383201265,2.0
233,3,1000383219442,http://groceries.asda.com/product/vitamins--supplements/nutriburst-totalcare-plus-multivitamin-burst-mixed-berry-flavour--gummies/1000383219442,0.0
234,3,1000383185974,http://groceries.asda.com/product/dental-care/oralb-pro-cross-action-black-toothbrush-heads--counts/1000383185974,2.0
235,3,1000278922262,http://groceries.asda.com/product/tobacconist/velo-polar-mint-mg-medium-nicotine/1000278922262,2.0
236,3,1000012277939,http://groceries.asda.com/product/hair-care-dye--styling/clairol-nicen-easy-creme-permanent-hair-dye-wr-golden-auburn/1000012277939,0.0
237,3,1000383118314,http://groceries.asda.com/product/dental-care/oral-b-vitality-pro-purple-electric-toothbrush-designed-by-braun/1000383118314,0.0
238,3,1000383216830,http://groceries.asda.com/product/hair-care-dye--styling/garnier-color-sensation-retouch--dark-brown/1000383216830,0.0
239,3,910000462905,http://groceries.asda.com/product/dental-care/listerine-total-care-zero-smooth-mint-mouthwash/910000462905,0.0
240,3,1000383189150,http://groceries.asda.com/product/skin-care/tiger-moon-hyaluronic-acid-gel-eye-cream-ml/1000383189150,2.0
241,3,1000376780414,http://groceries.asda.com/product/tobacconist/vape-original-eliquid--fruit-twist--pack/1000376780414,2.0
242,3,1000184512061,http://groceries.asda.com/product/garden--outdoor/asda-trimmer-line-mm-xm/1000184512061,
243,3,1000383226602,http://groceries.asda.com/product/vitamins--supplements/centrum-advance--multivitamin--vitamin-tablets-/1000383226602,1.0
244,3,1000383108093,http://groceries.asda.com/product/bath-shower--soap/imperial-leather-moisturising-foamburst-gel-to-foam-body-wash-jasmine--vanilla-orchid/1000383108093,0.0
245,3,910000033651,http://groceries.asda.com/product/hair-care-dye--styling/ktc-jasmin-hair-oil/910000033651,
246,3,1000383145861,http://groceries.asda.com/product/tobacconist/ske-crystal-bar-blueberry-sour-raspberry/1000383145861,2.0
247,3,1000000475880,http://groceries.asda.com/product/sun-care--travel/ambre-solaire-natural-bronzer-quick-drying-medium-self-tan-body-mist/1000000475880,2.0
248,3,1000383195104,http://groceries.asda.com/product/dental-care/asda-rechargeable-power-usb-toothbrush/1000383195104,2.0
249,3,1000383146471,http://groceries.asda.com/product/dental-care/asda-in-toothpaste/1000383146471,2.0
250,3,1000383254032,http://groceries.asda.com/product/tobacconist/vuse-go-reload--watermelon-ice-mgml/1000383254032,2.0
251,3,1000383209858,http://groceries.asda.com/product/dental-care/arm--hammer-sensitive-pro-low-abrasion-daily-toothpaste-ml/1000383209858,0.0
252,3,910000400765,http://groceries.asda.com/product/dental-care/colgate-total-original-toothpaste-pump/910000400765,2.0
253,3,1000383162047,http://groceries.asda.com/product/hair-care-dye--styling/aveeno-fresh-greens-blend-shampoo/1000383162047,2.0
254,3,1000383190384,http://groceries.asda.com/product/tobacconist/elf-bar-v-cherry-disposable-ecig-mg/1000383190384,2.0
255,3,1000383189803,http://groceries.asda.com/product/skin-care/cetaphil-oily-skin-cleanser-ml/1000383189803,2.0
256,3,910000960860,http://groceries.asda.com/product/sun-care--travel/nivea-sun-protect--moisture-sunscreen-spray-spf-/910000960860,2.0
257,3,1000383251283,http://groceries.asda.com/product/tobacconist/vape-recharge-sour-raspberry-prefilled-pods-mgml/1000383251283,2.0
258,3,1000383182058,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-live-ice-white-postbleach-toner-semipermanent/1000383182058,0.0
259,3,1000204197371,http://groceries.asda.com/product/vitamins--supplements/asda-wellbeing-chewable-vitamin-d-g-raspberry-flavour--a-day--tablets/1000204197371,2.0
260,3,910002552710,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-infinia-p-mango-intense-copper-hair-dye/910002552710,0.0
261,3,9999999112305,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-sensations-bundle/9999999112305,0.0
262,3,1000361202369,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-originals-close-fit-condoms-pack-of-/1000361202369,2.0
263,3,1000383164213,http://groceries.asda.com/product/skin-care/garnier-anti-dark-spot-night-serum--pure-vitamin-c--hyaluronic-acid-ml/1000383164213,2.0
264,3,1000383251260,http://groceries.asda.com/product/tobacconist/vape--recharge-grape-ice-prefilled-pods/1000383251260,2.0
265,3,1000383182214,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-oleo-intense-permanent-colour-beige-blonde-/1000383182214,0.0
266,3,1000383200516,http://groceries.asda.com/product/diy--car-care/wd-multipurpose-lubricant-spray-with-smart-straw-ml/1000383200516,
267,3,910002894600,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-intense-orgasmic-stimulating-gel-for-her-lubricant-gel--ml/910002894600,0.0
268,3,910002895206,http://groceries.asda.com/product/family-planning--sexual-wellbeing/durex-intense-ribbed-and-dotted-with-desirex-lubricant--condoms/910002895206,2.0
269,3,1000000982264,http://groceries.asda.com/product/-foot-care/odor-eaters-foot--shoe-spray-antiperspirant-deodorant/1000000982264,2.0
270,3,1000383182150,http://groceries.asda.com/product/hair-care-dye--styling/schwarzkopf-live-bold-blonde-powder-bleach-permanent-multiusage-kit/1000383182150,0.0
271,3,1000380555051,http://groceries.asda.com/product/dog-food--accessories/bugalugs-baby-fresh-cologne-ml/1000380555051,1.0
272,3,910000862564,http://groceries.asda.com/product/hair-care-dye--styling/garnier-olia--iced-chocolate-brown-permanent-hair-dye/910000862564,0.0
273,3,1000197855529,http://groceries.asda.com/product/cleaning/cif-ocean-against-stubborn-dirt-floor-cleaner/1000197855529,2.0
274,3,1000000466394,http://groceries.asda.com/product/family-planning--sexual-wellbeing/asda-lubricating-jelly-waterbased/1000000466394,2.0
275,3,1000383191340,http://groceries.asda.com/product/bath-shower--soap/palmolive-thermal-spa-revitalising-gel-shower-gel-ml/1000383191340,0.0
276,3,1000376780367,http://groceries.asda.com/product/tobacconist/vape--original-eliquid-raspberry-ripple/1000376780367,0.0
277,3,9999999112353,http://groceries.asda.com/product/vitamins--supplements/asda-kids-multivitamin-jellies-strawberry-flavour-bundle/9999999112353,2.0
278,3,390780,http://groceries.asda.com/product/hair-care-dye--styling/loreal-preference-infinia--palma-natural-light-brown-permanent-hair-dye/390780,0.0
279,3,1000305358578,http://groceries.asda.com/product/dental-care/oralb-pro-----pink-electric-toothbrush-designed-by-braun/1000305358578,0.0
280,3,1000383118133,http://groceries.asda.com/product/hair-care-dye--styling/loreal-excellence-universal-nudes-universal-light-blonde-u/1000383118133,0.0
281,3,1000354154633,http://groceries.asda.com/product/hair-care-dye--styling/loreal-elvive-hydra-hyaluronic-acid-shampoo-moisturising-for-dehydrated-hair/1000354154633,0.0
282,3,1000383217460,http://groceries.asda.com/product/tobacconist/blu-bar--mint-disposable-vape-mgml/1000383217460,2.0
283,3,910003182110,http://groceries.asda.com/product/dental-care/oralb-gum--enamel-repair-gentle-whitening-sensitive-toothpaste/910003182110,2.0
284,3,1000383220050,http://groceries.asda.com/product/bath-shower--soap/dove-advanced-care-body-wash-nourishing-silk--ml/1000383220050,2.0
285,3,1000278922399,http://groceries.asda.com/product/bath-shower--soap/carex-antibacterial-hand--surface-spray/1000278922399,2.0
286,3,1000383216318,http://groceries.asda.com/product/hair-care-dye--styling/astonish-apple-fresh-conditioner-ml/1000383216318,2.0
287,3,1000376780445,http://groceries.asda.com/product/tobacconist/vape-anytank-eliquid-hblue--x/1000376780445,2.0
